starttime,seconds,ctime,dtime,ttime,wait
Sun Dec 12 15:15:24 2021,1639340124,0,120,120,118
Sun Dec 12 15:15:39 2021,1639340139,0,130,130,130
Sun Dec 12 15:15:36 2021,1639340136,0,132,132,132
Sun Dec 12 15:15:38 2021,1639340138,0,133,133,133
Sun Dec 12 15:15:40 2021,1639340140,0,133,133,133
Sun Dec 12 15:15:36 2021,1639340136,0,140,140,140
Sun Dec 12 15:15:26 2021,1639340126,0,141,141,141
Sun Dec 12 15:15:38 2021,1639340138,0,143,143,143
Sun Dec 12 15:15:36 2021,1639340136,0,146,146,146
Sun Dec 12 15:15:28 2021,1639340128,0,149,149,149
Sun Dec 12 15:15:39 2021,1639340139,0,149,149,149
Sun Dec 12 15:15:32 2021,1639340132,0,150,150,150
Sun Dec 12 15:15:33 2021,1639340133,0,151,151,151
Sun Dec 12 15:15:34 2021,1639340134,0,151,151,151
Sun Dec 12 15:15:26 2021,1639340126,0,152,152,152
Sun Dec 12 15:15:26 2021,1639340126,0,153,153,153
Sun Dec 12 15:15:37 2021,1639340137,0,155,155,155
Sun Dec 12 15:15:39 2021,1639340139,0,161,161,161
Sun Dec 12 15:15:31 2021,1639340131,0,161,161,161
Sun Dec 12 15:15:36 2021,1639340136,0,162,162,162
Sun Dec 12 15:15:38 2021,1639340138,0,164,164,164
Sun Dec 12 15:15:37 2021,1639340137,0,165,165,165
Sun Dec 12 15:15:37 2021,1639340137,0,165,165,165
Sun Dec 12 15:15:36 2021,1639340136,0,166,166,166
Sun Dec 12 15:15:31 2021,1639340131,0,166,166,166
Sun Dec 12 15:15:38 2021,1639340138,0,167,167,167
Sun Dec 12 15:15:32 2021,1639340132,0,171,171,163
Sun Dec 12 15:15:26 2021,1639340126,0,172,172,172
Sun Dec 12 15:15:41 2021,1639340141,0,174,174,174
Sun Dec 12 15:15:25 2021,1639340125,0,175,175,175
Sun Dec 12 15:15:39 2021,1639340139,0,175,176,175
Sun Dec 12 15:15:38 2021,1639340138,0,177,177,177
Sun Dec 12 15:15:31 2021,1639340131,0,178,178,178
Sun Dec 12 15:15:29 2021,1639340129,0,179,179,179
Sun Dec 12 15:15:25 2021,1639340125,0,180,180,180
Sun Dec 12 15:15:40 2021,1639340140,0,181,181,181
Sun Dec 12 15:15:38 2021,1639340138,0,184,184,181
Sun Dec 12 15:15:29 2021,1639340129,0,185,185,185
Sun Dec 12 15:15:33 2021,1639340133,0,188,188,187
Sun Dec 12 15:15:30 2021,1639340130,0,189,189,189
Sun Dec 12 15:15:32 2021,1639340132,0,194,194,194
Sun Dec 12 15:15:30 2021,1639340130,0,195,195,195
Sun Dec 12 15:15:29 2021,1639340129,0,195,195,195
Sun Dec 12 15:15:35 2021,1639340135,0,196,196,196
Sun Dec 12 15:15:27 2021,1639340127,0,197,197,197
Sun Dec 12 15:15:26 2021,1639340126,0,197,197,197
Sun Dec 12 15:15:30 2021,1639340130,0,202,202,202
Sun Dec 12 15:15:26 2021,1639340126,0,203,203,203
Sun Dec 12 15:15:30 2021,1639340130,0,205,205,204
Sun Dec 12 15:15:38 2021,1639340138,0,205,205,205
Sun Dec 12 15:15:30 2021,1639340130,0,206,206,206
Sun Dec 12 15:15:33 2021,1639340133,0,206,206,206
Sun Dec 12 15:15:29 2021,1639340129,0,207,207,207
Sun Dec 12 15:15:33 2021,1639340133,0,210,210,210
Sun Dec 12 15:15:33 2021,1639340133,0,211,211,211
Sun Dec 12 15:15:36 2021,1639340136,0,211,211,211
Sun Dec 12 15:15:26 2021,1639340126,0,213,213,213
Sun Dec 12 15:15:36 2021,1639340136,0,215,215,215
Sun Dec 12 15:15:32 2021,1639340132,0,215,215,215
Sun Dec 12 15:15:26 2021,1639340126,0,218,218,218
Sun Dec 12 15:15:38 2021,1639340138,0,220,220,220
Sun Dec 12 15:15:31 2021,1639340131,0,222,222,222
Sun Dec 12 15:15:36 2021,1639340136,0,223,223,222
Sun Dec 12 15:15:39 2021,1639340139,0,223,223,223
Sun Dec 12 15:15:28 2021,1639340128,0,225,225,225
Sun Dec 12 15:15:34 2021,1639340134,0,225,225,225
Sun Dec 12 15:15:29 2021,1639340129,0,227,227,226
Sun Dec 12 15:15:34 2021,1639340134,0,227,227,227
Sun Dec 12 15:15:39 2021,1639340139,0,228,228,227
Sun Dec 12 15:15:35 2021,1639340135,0,228,229,228
Sun Dec 12 15:15:37 2021,1639340137,0,229,229,228
Sun Dec 12 15:15:37 2021,1639340137,0,239,239,239
Sun Dec 12 15:15:32 2021,1639340132,0,241,241,241
Sun Dec 12 15:15:28 2021,1639340128,0,241,241,241
Sun Dec 12 15:15:27 2021,1639340127,0,243,243,243
Sun Dec 12 15:15:26 2021,1639340126,0,244,244,244
Sun Dec 12 15:15:24 2021,1639340124,10,235,245,235
Sun Dec 12 15:15:32 2021,1639340132,0,245,245,239
Sun Dec 12 15:15:40 2021,1639340140,0,245,245,245
Sun Dec 12 15:15:24 2021,1639340124,2,247,249,244
Sun Dec 12 15:15:28 2021,1639340128,0,249,249,249
Sun Dec 12 15:15:31 2021,1639340131,0,250,250,250
Sun Dec 12 15:15:32 2021,1639340132,0,251,251,251
Sun Dec 12 15:15:40 2021,1639340140,0,252,252,252
Sun Dec 12 15:15:32 2021,1639340132,0,252,252,248
Sun Dec 12 15:15:32 2021,1639340132,0,253,254,253
Sun Dec 12 15:15:28 2021,1639340128,0,254,254,254
Sun Dec 12 15:15:39 2021,1639340139,0,256,256,256
Sun Dec 12 15:15:33 2021,1639340133,0,257,257,256
Sun Dec 12 15:15:27 2021,1639340127,0,257,257,257
Sun Dec 12 15:15:27 2021,1639340127,0,258,258,258
Sun Dec 12 15:15:28 2021,1639340128,0,258,258,258
Sun Dec 12 15:15:36 2021,1639340136,0,259,259,259
Sun Dec 12 15:15:25 2021,1639340125,0,259,259,259
Sun Dec 12 15:15:38 2021,1639340138,0,259,259,259
Sun Dec 12 15:15:34 2021,1639340134,0,260,260,260
Sun Dec 12 15:15:31 2021,1639340131,0,260,260,260
Sun Dec 12 15:15:39 2021,1639340139,0,260,260,260
Sun Dec 12 15:15:32 2021,1639340132,0,260,260,260
Sun Dec 12 15:15:31 2021,1639340131,0,262,263,262
Sun Dec 12 15:15:37 2021,1639340137,0,263,263,263
Sun Dec 12 15:15:35 2021,1639340135,0,264,264,264
Sun Dec 12 15:15:24 2021,1639340124,5,259,264,255
Sun Dec 12 15:15:33 2021,1639340133,0,265,265,265
Sun Dec 12 15:15:35 2021,1639340135,0,266,266,266
Sun Dec 12 15:15:24 2021,1639340124,3,264,267,263
Sun Dec 12 15:15:40 2021,1639340140,0,268,268,268
Sun Dec 12 15:15:27 2021,1639340127,0,269,269,269
Sun Dec 12 15:15:35 2021,1639340135,0,269,269,269
Sun Dec 12 15:15:27 2021,1639340127,0,270,270,270
Sun Dec 12 15:15:27 2021,1639340127,0,270,270,270
Sun Dec 12 15:15:31 2021,1639340131,0,272,272,272
Sun Dec 12 15:15:29 2021,1639340129,0,272,272,272
Sun Dec 12 15:15:31 2021,1639340131,0,272,272,272
Sun Dec 12 15:15:25 2021,1639340125,0,274,274,273
Sun Dec 12 15:15:35 2021,1639340135,0,274,274,274
Sun Dec 12 15:15:41 2021,1639340141,0,275,275,275
Sun Dec 12 15:15:29 2021,1639340129,0,275,275,275
Sun Dec 12 15:15:32 2021,1639340132,0,276,276,276
Sun Dec 12 15:15:39 2021,1639340139,0,276,276,276
Sun Dec 12 15:15:39 2021,1639340139,0,276,276,276
Sun Dec 12 15:15:36 2021,1639340136,0,277,277,276
Sun Dec 12 15:15:33 2021,1639340133,0,277,277,277
Sun Dec 12 15:15:34 2021,1639340134,0,278,278,278
Sun Dec 12 15:15:26 2021,1639340126,0,278,278,268
Sun Dec 12 15:15:35 2021,1639340135,0,279,279,279
Sun Dec 12 15:15:34 2021,1639340134,0,280,280,280
Sun Dec 12 15:15:31 2021,1639340131,0,280,280,280
Sun Dec 12 15:15:29 2021,1639340129,0,280,280,280
Sun Dec 12 15:15:33 2021,1639340133,0,283,283,283
Sun Dec 12 15:15:39 2021,1639340139,0,283,283,283
Sun Dec 12 15:15:35 2021,1639340135,0,284,284,284
Sun Dec 12 15:15:34 2021,1639340134,0,286,286,286
Sun Dec 12 15:15:29 2021,1639340129,0,286,286,286
Sun Dec 12 15:15:33 2021,1639340133,0,286,286,286
Sun Dec 12 15:15:40 2021,1639340140,0,286,286,286
Sun Dec 12 15:15:34 2021,1639340134,0,287,287,287
Sun Dec 12 15:15:30 2021,1639340130,0,288,288,288
Sun Dec 12 15:15:31 2021,1639340131,0,288,288,288
Sun Dec 12 15:15:34 2021,1639340134,0,289,289,289
Sun Dec 12 15:15:29 2021,1639340129,0,289,289,289
Sun Dec 12 15:15:34 2021,1639340134,0,291,291,290
Sun Dec 12 15:15:25 2021,1639340125,0,291,291,291
Sun Dec 12 15:15:39 2021,1639340139,0,291,291,291
Sun Dec 12 15:15:30 2021,1639340130,0,291,291,291
Sun Dec 12 15:15:27 2021,1639340127,0,292,292,292
Sun Dec 12 15:15:37 2021,1639340137,0,292,292,292
Sun Dec 12 15:15:35 2021,1639340135,0,292,292,292
Sun Dec 12 15:15:39 2021,1639340139,0,293,293,293
Sun Dec 12 15:15:28 2021,1639340128,0,293,293,293
Sun Dec 12 15:15:34 2021,1639340134,0,294,294,294
Sun Dec 12 15:15:24 2021,1639340124,2,293,295,293
Sun Dec 12 15:15:40 2021,1639340140,0,295,295,295
Sun Dec 12 15:15:38 2021,1639340138,0,296,296,296
Sun Dec 12 15:15:25 2021,1639340125,0,296,296,296
Sun Dec 12 15:15:37 2021,1639340137,0,297,297,297
Sun Dec 12 15:15:34 2021,1639340134,0,298,298,298
Sun Dec 12 15:15:36 2021,1639340136,0,298,298,298
Sun Dec 12 15:15:32 2021,1639340132,0,299,299,299
Sun Dec 12 15:15:36 2021,1639340136,0,299,299,299
Sun Dec 12 15:15:37 2021,1639340137,0,299,300,299
Sun Dec 12 15:15:40 2021,1639340140,0,300,300,300
Sun Dec 12 15:15:40 2021,1639340140,0,300,301,300
Sun Dec 12 15:15:36 2021,1639340136,0,303,303,303
Sun Dec 12 15:15:26 2021,1639340126,0,305,305,305
Sun Dec 12 15:15:33 2021,1639340133,0,306,306,303
Sun Dec 12 15:15:32 2021,1639340132,0,307,307,306
Sun Dec 12 15:15:36 2021,1639340136,0,307,307,307
Sun Dec 12 15:15:25 2021,1639340125,0,307,307,307
Sun Dec 12 15:15:31 2021,1639340131,0,307,307,307
Sun Dec 12 15:15:35 2021,1639340135,0,311,311,309
Sun Dec 12 15:15:27 2021,1639340127,0,311,311,311
Sun Dec 12 15:15:36 2021,1639340136,0,312,312,312
Sun Dec 12 15:15:32 2021,1639340132,0,312,312,312
Sun Dec 12 15:15:28 2021,1639340128,0,313,313,313
Sun Dec 12 15:15:36 2021,1639340136,0,313,313,313
Sun Dec 12 15:15:31 2021,1639340131,0,315,315,315
Sun Dec 12 15:15:27 2021,1639340127,0,315,315,315
Sun Dec 12 15:15:40 2021,1639340140,0,315,315,315
Sun Dec 12 15:15:35 2021,1639340135,0,315,315,315
Sun Dec 12 15:15:25 2021,1639340125,0,316,316,316
Sun Dec 12 15:15:26 2021,1639340126,0,316,316,316
Sun Dec 12 15:15:28 2021,1639340128,0,317,317,317
Sun Dec 12 15:15:39 2021,1639340139,0,317,317,317
Sun Dec 12 15:15:28 2021,1639340128,0,317,317,316
Sun Dec 12 15:15:34 2021,1639340134,0,317,317,317
Sun Dec 12 15:15:26 2021,1639340126,0,318,318,318
Sun Dec 12 15:15:28 2021,1639340128,0,320,320,317
Sun Dec 12 15:15:29 2021,1639340129,0,321,321,321
Sun Dec 12 15:15:26 2021,1639340126,0,322,322,322
Sun Dec 12 15:15:39 2021,1639340139,0,324,324,324
Sun Dec 12 15:15:34 2021,1639340134,0,325,325,321
Sun Dec 12 15:15:30 2021,1639340130,0,325,325,325
Sun Dec 12 15:15:35 2021,1639340135,0,326,326,325
Sun Dec 12 15:15:31 2021,1639340131,0,326,326,326
Sun Dec 12 15:15:34 2021,1639340134,0,326,326,323
Sun Dec 12 15:15:29 2021,1639340129,0,326,326,326
Sun Dec 12 15:15:39 2021,1639340139,0,327,327,327
Sun Dec 12 15:15:32 2021,1639340132,0,327,327,327
Sun Dec 12 15:15:29 2021,1639340129,0,328,328,328
Sun Dec 12 15:15:33 2021,1639340133,0,329,329,329
Sun Dec 12 15:15:38 2021,1639340138,0,329,329,329
Sun Dec 12 15:15:32 2021,1639340132,0,329,329,329
Sun Dec 12 15:15:30 2021,1639340130,0,329,329,329
Sun Dec 12 15:15:31 2021,1639340131,0,330,330,330
Sun Dec 12 15:15:39 2021,1639340139,0,331,331,331
Sun Dec 12 15:15:27 2021,1639340127,0,331,332,331
Sun Dec 12 15:15:39 2021,1639340139,0,332,332,331
